source target
NIFK CENPN
NIFK POP1
NIFK RRP8
NIFK CENPI
NIFK RRP12
NIFK MRPL48
NIFK GNL2
NIFK RPS8
NIFK SRRM1
NIFK BBX
NIFK LARP1B
NIFK STAU2
NIFK SRP68
NIFK SCAF1
NIFK ZCRB1
NIFK DDX54
NIFK SPTY2D1
NIFK DDX31
NIFK DNTTIP2
NIFK RBM19
NIFK DGCR8
NIFK PRR3
NIFK RRS1
NIFK ZNF689
NIFK RPL7L1
SYVN1 EGFL6
SYVN1 HTR3A
SYVN1 NAAA
SYVN1 YIPF3
SYVN1 FAM8A1
SYVN1 WBP1
SYVN1 SLC24A5
SRSF12 KNOP1
SRSF12 ZC3H18
SRSF12 NOL12
SRSF12 SNRNP70
SRSF12 CLK3
SRSF12 GSPT2
SRSF12 TRA2A
SRSF12 LUC7L2
SRSF12 HIST1H1T
SRSF12 CLK2
ERAL1 COL1A2
ERAL1 COL3A1
ERAL1 HNRNPDL
ERAL1 COL1A1
ERAL1 ATPAF1
ND5 CD97
ND5 NDUFB11
ND5 TACR1
ND5 NDUFA8
ND5 MRPL50
ND5 NDUFS6
ND5 YIPF3
ND5 FNDC4
ND5 NDUFS3
ND5 FUT1
NME2 SMOC1
NME2 DAO
NME2 LRG1
NME2 NPC2
NME2 NME3
NME2 SLC48A1
NME2 APP
NME2 CFB
NME2 TRABD
TACC2 TACC1
ATP6V0C MTUS2
ATP6V0C C10orf35
ATP6V0C ATP6AP2
ATP6V0C ATP6V0A2
ATP6V0C VMA21
ATP6V0C ATP6V0D2
GATA2 ZFPM1
GATA2 IMPDH1
FLII TMOD4
FLII TMOD1
FLII NAT9
FLII TMOD3
FLII SSSCA1
NCKIPSD DACH1
NCKIPSD ARMC8
NCKIPSD ITSN2
NCKIPSD RAB11FIP5
NCKIPSD SNX33
NCKIPSD GAS7
NCKIPSD GIT2
NCKIPSD JUN
NCKIPSD FBXO28
NCKIPSD EPS15L1
NCKIPSD GRB2
NCKIPSD GEMIN6
NCKIPSD FCHSD1
NCKIPSD ARHGEF7
NCKIPSD BAIAP2
NCKIPSD ZFYVE9
NCKIPSD PDCD2L
NCKIPSD ITSN1
NCKIPSD PLCG1
NCKIPSD USP9Y
NCKIPSD GEMIN8
NCKIPSD NCK2
SUPT20H CCDC101
SUPT20H TAF6L
SUPT20H TADA2B
SUPT20H TADA1
SUPT20H TADA3
CETN3 DTNBP1
CETN3 XPC
CETN3 ADCYAP1
CETN3 IGSF6
CETN3 CETN1
CETN3 TCAP
CETN3 BCKDK
STXBP4 SUSD6
STXBP4 RGS2
STXBP4 PRRG4
STXBP4 PLK1
STXBP4 CCDC120
STXBP4 TMEM171
STXBP4 FAM189A2
STXBP4 PTPN14
STXBP4 LDLRAD4
STXBP4 PMF1
STXBP4 ARRDC3
STXBP4 MPP5
STXBP4 MBIP
STXBP4 CDR2
ZYG11A ZNF169
ZYG11A C16orf45
ZYG11A ZNF695
SLC25A35 PMVK
SLC25A35 DDAH2
SLC25A35 LPAR4
PRC1 LTBR
PRC1 ACSM1
PRC1 IFI30
EPHA7 MICA
EPHA7 BORA
EPHA7 PICK1
EPHA7 OAF
EPHA7 MBLAC2
EPHA7 PC
EPHA7 TMX1
EPHA7 TMPRSS11B
EPHA7 IARS2
EPHA7 IL17RC
EPHA7 MANSC1
EPHA7 EPHA3
EPHA7 EMC1
EPHA7 SMOC1
EPHA7 TMEM30B
EPHA7 IL17RB
EPHA7 EPHA4
EPHA7 TUBA4A
EPHA7 HSPA5
EPHA7 RPL23
EPHA7 BCAM
EPHA7 NPTX1
EPHA7 NID2
EPHA7 WNT5A
EPHA7 RAET1E
SDCCAG8 LARS
SDCCAG8 IKBKG
SDCCAG8 KARS
SDCCAG8 CCDC120
STK11 DVL2
STK11 IVD
STK11 HSP90AA5P
STK11 STRADB
STK11 HSP90AB1
STK11 HSP90AB3P
STK11 HSP90AB4P
STK11 HSP90AA1
STK11 CAB39L
STK11 NEMF
NR1H2 RXRG
SNRPA SNRPN
SNRPA SNRPF
SNRPA SNRPG
SNRPA SNRPE
SNRPA SNRNP70
SPRTN RANBP3L
SPRTN CCDC102B
SPRTN GTF2F1
SPRTN GSTT1
SPRTN EIF4E2
PCDH12 EFNB1
PCDH12 PCDHGC3
PCDH12 CDON
PCDH12 PCDHGA11
PCDH12 RPL23
PCDH12 PTPRS
PCDH12 FCGR1A
PCDH12 TMTC4
PCDH12 ALCAM
PCDH12 DCBLD1
PCDH12 PCDH7
PCDH12 CELSR1
COMMD3-BMI1 PHC1
PGAM1 PGAM2
RIPK1 ATG7
RIPK1 THSD4
EPS8L2 ASTE1
CEP63 TXLNB
PI4K2A TPCN2
PI4K2A KIF3A
PI4K2A TMEM206
PI4K2A TSPAN3
PI4K2A MBLAC2
PI4K2A FANCE
PI4K2A TMEM231
PI4K2A TNFRSF10A
PI4K2A P2RX1
ITPR1 TESPA1
ITPR1 RAB29
ITPR1 FAM19A4
ITPR1 FBXL14
BMP4 PROS1
BMP4 PDP1
BMP4 CALR
BMP4 DCAF16
BMP4 SUFU
BMP4 SLC22A23
CYBA SLC2A12
ADD3 GBP2
ADD3 HDAC11
ADD3 FAM78A
ADD3 CYP1A1
ADD3 VWA5A
ADD3 ANKRD29
ADD3 RNF111
ADD3 ADD2
ADD3 KLF15
APBA3 TJAP1
APBA3 CTR9
APBA3 TAMM41
APBA3 IL13RA1
APBA3 NECAB3
APBA3 ACSM1
APBA3 CLSTN1
APBA3 SCAF11
APBA3 PKP4
APBA3 RTFDC1
APBA3 PDHA2
APBA3 TBK1
APBA3 AZI2
APBA3 CDA
APBA3 APP
APBA3 ZKSCAN1
APBA3 C17orf80
APBA3 CPEB1
C12orf50 GAPDHS
VPS52 CD79B
VPS52 PSMC5
VPS52 IKBIP
VPS52 C4BPB
VPS52 TSSC1
VPS52 CCDC132
VPS52 FAF2
UBE2L6 HERC6
SNX4 SNX7
SNX4 SNX30
SNX4 ANKMY2
SNX4 ABCB10
SNX4 CACYBP
ABL2 BAG5
ABL2 RIN1
ABL2 HSPA8
ABL2 HSPBP1
ABL2 NCK2
HLA-A ADAM33
HLA-A HLA-C
HLA-A TCTN2
HLA-A HLA-B
HLA-A TMPRSS11B
HLA-A CD1B
HLA-A SLC39A5
HLA-A TMPRSS3
HLA-A PTCH1
COPS2 DET1
COPS2 COPS7B
COPS2 COPS6
COPS2 APBB3
COPS2 APPBP2
COPS2 UBE2M
COPS2 SYCE3
COPS2 COPS7A
COPS2 BTBD1
COPS2 FBXO17
COPS2 GPS1
COPS2 COPS3
COPS2 DDB2
COPS2 FEM1B
COPS2 FBXL14
COPS2 CUL2
COPS2 CUL4B
COPS2 KLHL10
COPS2 KLHDC3
COPS2 DCAF4
COPS2 BTBD2
COPS2 DENR
COPS2 FBXO7
COPS2 SKP2
HAVCR2 RIPK4
HAVCR2 SNX17
HAVCR2 SLC22A18
HAVCR2 WDR44
HAVCR2 MELK
HAVCR2 KDM1B
HAVCR2 MYO1D
HAVCR2 CERK
HAVCR2 PIGM
HAVCR2 PI4K2B
HAVCR2 PLEKHH3
HAVCR2 PIK3CB
HAVCR2 PLD2
HAVCR2 PIK3C2A
HAVCR2 PIK3R3
HAVCR2 PKP4
HAVCR2 SBF1
HAVCR2 CLDND1
HAVCR2 IL1RAP
HAVCR2 CCRN4L
HAVCR2 ATP13A2
HAVCR2 ACVR2A
HAVCR2 MTMR1
HAVCR2 PIK3CA
HAVCR2 LPCAT4
HAVCR2 CISD3
HAVCR2 SLC20A2
HAVCR2 DDX11L8
HAVCR2 AGPAT1
HAVCR2 GOLGA7
HAVCR2 ERBB2
HAVCR2 TIGD5
HAVCR2 DENND6A
HAVCR2 BMPR1A
HAVCR2 TSPAN7
HAVCR2 DIP2A
HAVCR2 CNKSR3
HAVCR2 MYADM
HAVCR2 WDR36
HAVCR2 FAM115C
HAVCR2 JAK1
HAVCR2 TYK2
HAVCR2 PHLPP1
HAVCR2 NISCH
HAVCR2 UTP18
HAVCR2 RHOBTB3
MPLKIP DBR1
ZSCAN31 RPL26L1
ZSCAN31 LENG8
ZSCAN31 TRMT1L
ZSCAN31 DHX57
ZSCAN31 PIP5K1A
ZSCAN31 BBX
ZSCAN31 CDKN2AIP
ZSCAN31 PDCD11
GRIA3 LMF2
GRIA3 GRIA4
GRIA3 GLRB
GRIA3 CLTCL1
GRIA3 TMPPE
GRIA3 GLB1L2
GRIA3 METAP2
GRIA3 SEMA4F
GRIA3 EIF2AK3
DCLK1 CDCA8
DCLK1 DCX
DCLK1 NUFIP1
DCLK1 DGUOK
GRB10 WDR59
PPP1CB PPP1CC
PPP1CB PPP1R18
PPP1CB PPP1R16B
PPP1CB SH2D4A
HDAC3 GPS2
HDAC3 LYZL1
HDAC3 CELA1
HDAC3 IL17RA
HDAC3 SIRT6
HDAC3 TBL1Y
HDAC3 TRMT1
HDAC3 CCT7
HDAC3 HNRNPLL
HDAC3 CARD8
HDAC3 F9
HDAC3 CCT3
HDAC3 AK9
HDAC3 RFPL4B
INTS5 TOMM22
INTS5 NPY2R
INTS5 LAMP3
INTS5 CD70
INTS5 TMEM171
INTS5 C1orf85
INTS5 TNF
INTS5 CD79B
INTS5 TGOLN2
INTS5 CHRM4
INTS5 HLA-B
C1orf94 GLUL
C1orf94 RPAP1
C1orf94 NIF3L1
C1orf94 HSPA8
C1orf94 MMADHC
C1orf94 CARM1
C1orf94 USO1
C1orf94 ANKRD40
C8orf59 MRPL34
DIAPH3 HS2ST1
DIAPH3 VASN
DIAPH3 COMTD1
DIAPH3 EPHA1
DIAPH3 SCN2B
VWA2 TUBB7P
VWA2 HSPA8
VWA2 KLF15
VWA2 UBB
VWA2 WDR47
VWA2 TCTEX1D2
VWA2 HSPA2
KIAA1683 AMER1
KIAA1683 KDM5C
KIAA1683 OTUD4
KIAA1683 ANAPC5
KIAA1683 HAUS7
KIAA1683 ANAPC1
KIAA1683 SEC23IP
KIAA1683 DIS3L
KIAA1683 PPP6R1
KIAA1683 TUBA4A
KIAA1683 ANGEL1
KIAA1683 PRKAR2B
KIAA1683 CARM1
KIAA1683 STIL
KIAA1683 FBLN5
KIAA1683 TUBGCP6
KIAA1683 GPRASP2
KIAA1683 PJA1
KIAA1683 KIAA0232
KIAA1683 MCM3AP
KIAA1683 USP54
KIAA1683 SAV1
KIAA1683 CCDC85C
KIAA1683 LZTS2
KIAA1683 DICER1
KIAA1683 APAF1
KIAA1683 WDR59
KIAA1683 WRAP53
KIAA1683 PRMT7
RPL11 SURF2
RPL11 CHIT1
CCDC136 GCC2
CCDC136 ASB7
CCDC136 SYNC
CCDC136 ZNF865
CCDC136 COG5
CCDC136 KXD1
CCDC136 CCDC85C
CCDC136 CCDC77
CCDC136 ZNF197
CCDC136 CCDC88A
CCDC136 CTTNBP2
CCDC136 RGPD5
RHOBTB3 NUP210
RHOBTB3 IL1R2
RHOBTB3 NRG1
RHOBTB3 CD83
RHOBTB3 RABGGTB
RHOBTB3 KIR2DS2
RHOBTB3 PCYOX1
RHOBTB3 PBK
RHOBTB3 IL17RB
IFT20 CCDC67
IFT20 TTC30A
IFT20 CORO1A
IFT20 TTC30B
WDR1 ATRX
SAMD4B ACTA2
SAMD4B PDP1
SAMD4B YWHAE
SAMD4B SAMD4A
SAMD4B YWHAG
COMMD3 COMMD1
COMMD3 LAMP3
COMMD3 TRIM16L
COMMD3 FAM167A
COMMD3 IL13RA2
COMMD3 COMMD10
COMMD3 TNFSF8
COMMD3 TMEM206
COMMD3 CTAGE5
COMMD3 KIF2B
COMMD3 FAM45A
COMMD3 COMMD4
COMMD3 COMMD6
COMMD3 C16orf62
COMMD3 COMMD2
COMMD3 DSCR3
COMMD3 COMMD8
COMMD3 CCDC22
COMMD3 COMMD9
COMMD3 CCDC93
COMMD3 VPS29
COMMD3 CD33
STC2 CRP
STC2 CCNJL
MMP26 SLC25A20
MMP26 CNTNAP3B
MMP26 PPP1R10
MMP26 EPHA4
MMP26 PTPRK
MMP26 ZNF146
MMP26 GNB2
MMP26 EFR3A
MMP26 PDF
PPP1R14B HSD17B6
CHD8 SPINT2
CHD8 NCAPH2
CHD8 AP2M1
CHD8 XAGE1B
CHD8 PSME3
CHD8 IKZF5
CHD8 RFPL4B
CHD8 CARD8
CHD8 TBL1Y
CHD8 NFATC2IP
CHD8 YAF2
CHD8 PSMC3
CRNN TNFRSF19
CRNN C1orf162
CRNN NRM
CRNN GPN3
CRNN NUP54
CRNN FRMD1
CRNN NPB
CRNN UCP2
CRNN SFTA2
CRNN WDR59
CRNN KIR2DS2
CRNN SSX2IP
CRNN SLMAP
CRNN UTP11L
NPY2R EXOC6
NPY2R DMXL2
NPY2R EVI5L
NPY2R EXOC5
NPY2R ORMDL2
NPY2R IPO13
NPY2R MZT2B
NPY2R MTFR2
NPY2R FASTKD3
NPY2R INTS1
NPY2R GBF1
NPY2R FDXR
NPY2R CCRN4L
NPY2R ATM
NPY2R MTOR
NPY2R OPA1
NPY2R GPD2
NPY2R FASTKD1
NPY2R XPO6
NPY2R ADCK1
NPY2R SIMC1
NPY2R TUBGCP2
NPY2R KIAA1244
NPY2R PAM16
NPY2R KIAA0368
NPY2R KIAA1524
NPY2R NT5C1A
NPY2R TELO2
NPY2R MMS22L
NPY2R SLC35F1
NPY2R GCN1L1
NPY2R ARFGEF1
NPY2R ACAD10
TPM2 STOX1
TPM2 SLC47A1
TPM2 KANSL1
TPM2 ATAD1
TPM2 SLC25A48
TPM2 YIPF1
TPM2 PKIG
TPM2 ZNF22
TPM2 HIST1H1T
TPM2 PDLIM5
TPM2 ASPDH
TPM2 FAM60A
TPM2 TIMM44
TPM2 POTEB3
TPM2 RRM2B
TPM2 SEMA6D
TPM2 LGALS9C
TPM2 C11orf70
TPM2 POF1B
TPM2 SCG3
TPM2 PCGF2
TPM2 CIART
TPM2 AGBL2
TPM2 MAGEA10
TPM2 POC1B
TPM2 C17orf105
TPM2 SEPT2
TPM2 AKT2
TPM2 RHOBTB2
TPM2 TPM1
TPM2 NINL
TPM2 ZNF704
TPM2 HAS3
APOPT1 CLUH
ZFPL1 HDAC10
ZFPL1 OSBPL3
ZFPL1 SLC39A4
ZFPL1 ERGIC2
ZFPL1 VAPA
ZFPL1 SLC39A12
ZFPL1 PPP2R5E
ZFPL1 TMPRSS11B
ZFPL1 BZW2
ZFPL1 MAS1
ZFPL1 OSBPL2
ZFPL1 OSBPL6
MYH9 C9orf156
MYH9 H2AFY
MYH9 MYL3
STUB1 DHX30
STUB1 TYSND1
STUB1 NAT16
STUB1 KLHL34
STUB1 ABHD15
STUB1 TCAP
ARHGAP17 KLC1
ARHGAP17 ARHGAP44
ARHGAP17 SH3BP1
ARHGAP17 SH3KBP1
MTMR14 FAM90A1
MTMR14 PDP1
IGF2BP2 ELAVL2
UNC119B RNF34
UNC119B NPHP3
UNC119B UNC119
BOLA3 FAHD2A
BOLA3 NUDT6
GOLT1B TMEM30B
SFMBT1 HMG20A
SFSWAP EAF1
SFSWAP CAPN13
SFSWAP TSEN2
SFSWAP RBM17
ZFP41 NELL2
ZFP41 MRTO4
ZFP41 NOTCH2
ZFP41 KBTBD7
ZFP41 AGRN
ZFP41 ZC3H4
ZFP41 PPP1R10
ZFP41 FBN2
ZFP41 GRN
ZFP41 RAD18
ZFP41 LRP4
ZFP41 RAI14
ZFP41 FRAS1
ZFP41 SAFB2
ZFP41 C18orf25
ZFP41 SORL1
ZFP41 LRP1B
ZFP41 LTBP4
ZFP41 FBN1
ZFP41 FBLN1
ZFP41 LIMA1
ZFP41 PYGB
ZFP41 LDLR
ZFP41 ARIH1
ZFP41 FBLN5
ANGPT2 FBXO28
ANGPT2 ZZEF1
GBP6 SIRT5
GBP6 FRMD1
NRBP1 TSC22D4
NRBP1 DNA2
NRBP1 BPGM
NRBP1 CA10
PYHIN1 LRRC15
PYHIN1 PADI3
PYHIN1 PLCD1
PYHIN1 VPRBP
PYHIN1 LGALS3
PYHIN1 S100A3
PYHIN1 FAM26D
PYHIN1 LYG2
PYHIN1 DUSP14
PYHIN1 CALML3
PYHIN1 HEPHL1
PYHIN1 NEU2
PYHIN1 AIM1
PYHIN1 VSIG8
PJA1 LRRC27
PJA1 SMC6
PJA1 NDNL2
PJA1 CHRAC1
PJA1 AP2M1
PJA1 FAF2
PJA1 DOCK5
PJA1 HNRNPLL
PJA1 SMC5
PJA1 NSMCE4A
PJA1 USP7
PJA1 MAGED4B
CDH24 CTNNA3
RHBDF1 MAPK14
TCTEX1D2 WDR60
TCTEX1D2 DEFB121
TCTEX1D2 COMMD10
TCTEX1D2 SNX2
TCTEX1D2 WDR34
TCTEX1D2 CLMN
TCTEX1D2 ABHD17A
CBX7 RNF2
CBX7 BCOR
CBX7 BMI1
CBX7 PHC1
CBX7 PCGF2
CBX7 PCGF1
CBX7 PHC2
CBX7 PHC3
CBX7 PCGF6
CBX7 PCGF3
ALPPL2 ALPI
ALPPL2 GALNS
ALPPL2 ALPP
ALPPL2 PCOLCE2
ALPPL2 B3GALTL
ALPPL2 AHNAK
TEPP HSPA5
MAPKAPK2 MAPK14
TCF24 TCF4
ZNF544 ZAK
ZNF544 GNPAT
ZNF544 CENPB
SMPD1 INSL5
SMPD1 CANX
SMPD1 CNTNAP3B
SMPD1 SEL1L
TANGO2 SH3GL2
ZER1 WFDC9
ZER1 LYG2
ZER1 SPINK7
ZER1 FAM19A4
ZER1 LGALS9
ZER1 AGA
ZER1 RTBDN
MTRF1L CHI3L1
MTRF1L HEMK1
PYGB TMA16
PYGB CYP1A1
PYGB GJB7
PYGB BIN3
PYGB NTF3
PYGB PRKAB2
PYGB CD69
CLK4 ZC3H18
VRK3 SP4
VRK3 TXNDC5
VRK3 NR2E1
VRK3 ZNF524
NAT14 HEPACAM2
NAT14 VNN2
NAT14 KCNC4
NAT14 TSPAN5
NAT14 FUCA2
NAT14 UPK1A
NAT14 SLC39A12
NAT14 PEX19
NAT14 SLC39A5
NAT14 SLC7A1
RCAN3 C6orf211
RCAN3 CDK4
RCAN3 PPP3CB
RCAN3 PPP3CA
IMPAD1 HTR3C
IMPAD1 TNFSF13B
IMPAD1 MPPE1
IMPAD1 HLA-DRB1
IMPAD1 TCTN2
IMPAD1 UST
IMPAD1 ATP1B3
IMPAD1 CRP
IMPAD1 CD1B
IMPAD1 PLTP
IMPAD1 PCDHB11
IMPAD1 PTCH1
IMPAD1 MCOLN3
ASUN HOPX
ASUN INTS10
ZNF445 ZNF396
ZNF445 CCDC6
ZNF445 SETDB2
ZNF445 NDEL1
ZNF445 ZNF169
ZNF445 APP
ZNF445 CACNG5
ZNF445 ZNF71
ZNF445 ZSCAN20
SLC30A7 C12orf49
SLC30A7 CHRNA9
SLC30A7 ST3GAL1
SLC30A7 WBP1
SLC30A7 SLC34A2
PTPN12 LPXN
PTPN12 AIFM1
PTPN12 PTPN6
PTPN12 VAPA
PTPN12 PSTPIP2
PTPN12 SHC1
NRIP1 MAGEA10
TRIM25 CDK15
TRIM25 G3BP2
ASIC1 EIF2AK3
ASIC1 DPEP1
ASIC1 UFSP2
ASIC1 TNFRSF10B
ATP1B4 EMC1
ATP1B4 TMEM67
ATP1B4 JAG2
ATP1B4 OAF
ATP1B4 GAS6
ATP1B4 CNTNAP3
ATP1B4 ENTPD7
ATP1B4 BTN2A2
ATP1B4 TMEM59L
ATP1B4 FCGRT
ATP1B4 RTN2
ATP1B4 TMX4
HTR3D HSDL1
SGSM2 PTPRN
SGSM2 CETN1
SMR3B TNFRSF19
SMR3B SNRPF
SMR3B UBTD2
HOXB6 AHCYL2
HOXB6 MAPK14
ELP5 PIPOX
ELP5 ELP6
ASMTL KLHL40
ASMTL CFAP52
ASMTL SLC2A12
ASMTL WDR44
VBP1 CCDC101
VBP1 GNB2
VBP1 SUPT6H
VBP1 DCAF5
VBP1 STK26
VBP1 PDRG1
VBP1 PFDN4
VBP1 PFDN6
VBP1 PEX7
VBP1 PFDN1
VBP1 PFDN2
AHCYL2 SNX20
AHCYL2 NFKBIL1
AHCYL2 UNKL
AHCYL2 ARSI
AHCYL2 KIF18B
AHCYL2 JUN
AHCYL2 TGIF2LY
AHCYL2 PIP4K2B
AHCYL2 FOXD4
AHCYL2 ZIC2
AHCYL2 WDR33
AHCYL2 AHCYL1
AHCYL2 CLK3
AHCYL2 FBXW11
AHCYL2 VSX2
AHCYL2 RBM23
AHCYL2 RASL10B
AHCYL2 NUAK2
AHCYL2 EEF1D
AHCYL2 BANP
AHCYL2 ZNF444
AHCYL2 HOXB9
AHCYL2 ARRB2
AHCYL2 PITX2
AHCYL2 HOXC9
AHCYL2 PIP5K1A
AHCYL2 GRN
AHCYL2 FAM13C
AHCYL2 DOK4
AHCYL2 FOXK1
AHCYL2 SOST
AHCYL2 CEP72
AHCYL2 ZNHIT6
AHCYL2 PLCD3
AHCYL2 PDCD2L
AHCYL2 FOXK2
AHCYL2 MSL1
AHCYL2 SYT6
SLC45A2 TMEM63A
SLC45A2 ATG9A
SLC45A2 PCNXL3
SLC45A2 AMFR
SLC45A2 MID1IP1
SLC45A2 CYHR1
SLC45A2 FAM63A
SLC45A2 GTF2E1
SLC45A2 UBB
SLC45A2 ATP2B2
TCOF1 DENND2D
TCOF1 ARRB1
NRGN TRIM62
NRGN RWDD2B
NRGN EFCAB7
NRGN KLHL20
NRGN NUDT6
NRGN MED9
ADAP2 MICA
ADAP2 KCTD10
CNP SIRT3
MAN2A1 MGAT4C
MAN2A1 SCGB2A2
MAN2A1 PTCH1
MAN2A1 FUT8
PIGR DDX31
PIGR NPB
PIGR PCK2
PIGR ICE2
PIGR SNRPF
PIGR FRMD1
PIGR UCP2
PIGR PLEKHG6
PIGR SSFA2
PIGR ZNF491
PIGR RHOBTB1
PIGR TMEM237
PIGR HVCN1
PIGR GTF2B
EIF3C EIF4A1
EIF3C PSMD12
EIF3C RSPH9
EIF3C GPBP1L1
EIF3C EIF3L
EIF3C EIF3F
EIF3C EIF3G
EIF3C GPBP1
EIF3C EIF3I
EIF3C EIF3M
EIF3C EIF3E
EIF3C EIF3H
REEP5 RNFT1
REEP5 SOGA3
REEP5 FAM134C
REEP5 FPR2
REEP5 EBP
REEP5 KLRF1
REEP5 PLSCR1
REEP5 ATP1B3
REEP5 TMPPE
REEP5 IFNA21
REEP5 PRAF2
REEP5 MFN2
REEP5 CLEC5A
REEP5 NCAM1
REEP5 C4orf32
REEP5 TSPAN11
REEP5 TMEM128
REEP5 ABCC4
REEP5 TM4SF18
REEP5 RABAC1
REEP5 FAM3C
REEP5 LITAF
REEP5 SCAMP1
REEP5 SGCZ
REEP5 C10orf35
REEP5 REEP6
REEP5 GDE1
REEP5 GALNT7
REEP5 ATP6V0E1
GPR50 HTR2C
GPR50 HLA-C
GPR50 TACR1
GPR50 TMEM171
GPR50 GRPR
GPR50 IPPK
GPR50 SDC2
GPR50 MAS1
DEF6 GRID1
DEF6 TNRC6C
DEF6 HOMEZ
DEF6 BRCC3
DEF6 RBM45
DEF6 PRKCQ
DEF6 ADD2
DEF6 DCAF16
DEF6 SMARCA1
DEF6 C1orf52
DEF6 RCC2
DEF6 BABAM1
DEF6 ANKS1A
DEF6 CHAMP1
DEF6 DCXR
DEF6 NFKB2
DEF6 ARHGAP42
IDO2 SMARCA1
IDO2 ERICH5
IDO2 ATF1
IDO2 DPP8
IDO2 NRN1
IDO2 KLF12
PRSS37 LRP6
PRSS37 GPR98
PRSS37 ARSK
PRSS37 LRP5
PRSS37 FAT4
PRSS37 FUT11
PRSS37 MANBA
PRSS37 UBR5
RAC3 RAP1GDS1
RAC3 SLC7A1
RAC3 SLC9A6
LRCH2 DOCK5
LRCH2 ARPC3
LRCH2 BPNT1
LRCH2 DOCK8
LRCH2 MOB1B
LRCH2 LRCH3
LRCH2 NPRL2
LRCH2 CARD8
LRCH2 SKP2
TUBB4B CDK13
ARPC5 RBCK1
ARPC5 ARPC3
ARPC5 TRO
ARPC5 PRKD2
ARPC5 ACTR3
ARPC5 RAD21
ARPC5 CBWD3
ARPC5 MKS1
ARPC5 VPS13C
ARPC5 UBB
ARPC5 ARPC1B
ARPC5 VPS13A
ARPC5 TUBA4A
ARPC5 HUS1
TIMM13 PDYN
TIMM13 C9orf173
TIMM13 YBEY
TIMM13 VILL
FBXO17 FBXW2
FBXO17 SARS2
FBXO17 CUL1
FBXO17 SKP1
FBXO17 COPS7B
FBXO17 NMT2
FBXO17 HSPD1
FBXO17 CLPP
FBXO17 NMT1
FBXO17 COPS6
MME POMGNT1
MME GALNT7
MME STARD3
MME LEMD2
MME SLC10A7
MME EPHB4
MME PLD6
MME TENM3
MME SLC22A18
MME MANEA
MME TMEM223
MME LEMD3
MME FAM213A
MME MANEAL
MME PAM16
MME GLT8D2
MEIS2 ACTB
MEIS2 MAB21L1
MEIS2 CCDC120
MEIS2 PBX2
MEIS2 FAM222A
MEIS2 PBX3
MEIS2 MEIS3
MEIS2 PIGL
MEIS2 TMOD3
MEIS2 MAB21L2
MEIS2 MEIS1
MEIS2 PBX4
MRE11A SCG3
MRE11A BMP1
MRE11A RGS20
MRE11A CELA2B
PUSL1 KLHL40
PUSL1 CDH19
PUSL1 GFOD1
PUSL1 SSSCA1
PUSL1 GCHFR
PUSL1 ISOC2
PUSL1 CROCC
PUSL1 IMPDH1
PUSL1 IMPDH2
PUSL1 HSPD1
PUSL1 CAMK2D
CCDC74B PSMD4
CCDC74B PSMD12
CCDC74B THNSL1
CCDC74B BTBD1
CCDC74B PSMD14
CCDC74B UCHL5
CCDC74B PSMC5
CCDC74B PSMC2
CCDC74B PSMD11
CCDC74B PSMD10
CCDC74B PSMD7
CCDC74B PSMD8
CCDC74B PSMD13
CCDC74B PSMC4
CCDC74B PSMC3
CCDC74B PSMC6
NAT9 MPP6
NAT9 CHEK1
SRRM2 DDX41
SRRM2 MDK
SRRM2 DENND2D
SRRM2 LUC7L
SRRM2 ZC3H18
SRRM2 PNN
SRRM2 ZCCHC17
SRRM2 LUC7L2
SRRM2 AKAP17A
SRRM2 EPB41L2
SRRM2 SREK1IP1
SRRM2 RSBN1L
SRRM2 EDA
SRRM2 SNRNP70
SRRM2 CLK3
SRRM2 TRA2A
SRRM2 XAGE1B
SRRM2 FAM9A
SRRM2 NKAP
SRRM2 ELAVL2
RASSF1 BTRC
RASSF1 LRP6
RASSF1 MAP1S
RASSF1 STK3
RASSF1 ITPRIP
RASSF1 NDUFV2
RASSF1 VAPA
ACSF3 IMPDH1
ACSF3 TMEM184A
ACSF3 TRMT61B
ACSF3 SDHB
ACSF3 HSPD1
ARF6 PDCD1
ARF6 TBC1D22B
ARF6 MYADM
ARF6 TGOLN2
ARF6 THTPA
ARF6 GPAA1
ARF6 MUC20
ARF6 SNRNP27
ARF6 PDE4DIP
ARF6 YAF2
LRRC24 HLA-E
LRRC24 GAA
MOB1B MOB1A
MOB1B DOCK7
MOB1B LATS1
MOB1B STK38L
ZNF684 ASAH1
ZNF684 GAPDHS
ZNF684 PHYKPL
SYTL4 RAB8B
SYTL4 RAB27B
SYTL4 RAB3A
VWA5A ARMCX3
VWA5A SETX
VWA5A MCM8
VWA5A DDX11L8
VWA5A MAN2C1
VWA5A PIPSL
VWA5A MTPAP
VWA5A RIPK4
VWA5A UBB
VWA5A CREBZF
VWA5A PTPN23
VWA5A PEAK1
VWA5A PKNOX2
VWA5A UBR4
VWA5A JRK
VWA5A PBX2
VWA5A PBX3
VWA5A BRIP1
VWA5A UCKL1
VWA5A SAMD1
VWA5A EHD4
VWA5A KCMF1
VWA5A RTEL1
TRAK1 TRAK2
TOP2B HSD3B2
TOP2B GPATCH4
DRICH1 ZNF852
DRICH1 PLK1
DRICH1 CSNK1E
DRICH1 RPL36AL
FLT1 SCGB2A2
PACSIN2 RAI14
